size,frequency
1,3245
2,586
3,264
4,169
5,119
6,93
7,72
8,53
9,46
10,42
11,38
12,25
13,19
14,16
15,20
16,19
17,14
18,9
19,12
20,12
21,11
22,9
23,19
24,9
25,4
26,11
27,10
28,9
29,7
30,5
31,5
32,7
33,7
34,4
35,2
36,3
37,6
38,2
39,6
40,2
41,4
42,5
43,3
45,1
46,1
47,3
48,2
49,2
50,3
51,2
52,2
53,3
54,2
55,3
56,1
57,2
58,1
59,2
60,3
63,2
65,2
67,1
68,1
70,3
71,1
72,1
74,1
76,3
77,1
78,1
79,1
81,1
84,2
85,3
87,1
88,1
89,1
91,1
92,1
101,1
102,1
103,1
107,1
110,1
115,1
122,1
136,1
138,1
141,1
143,1
147,2
151,1
154,1
201,1
210,1
