size,frequency
1,2533
2,522
3,227
4,155
5,86
6,72
7,64
8,59
9,49
10,37
11,28
12,17
13,24
14,17
15,13
16,15
17,15
18,19
19,9
20,9
21,5
22,13
23,5
24,8
25,5
26,6
27,2
28,6
29,3
30,3
31,8
32,7
33,2
34,8
35,4
36,5
37,1
38,6
39,3
40,4
41,7
42,2
43,3
44,5
45,2
46,5
47,4
48,1
49,3
51,1
52,3
53,2
54,1
55,1
56,5
57,4
58,2
59,2
61,1
62,3
64,2
65,1
66,2
67,1
70,1
71,2
73,1
74,1
75,2
76,2
79,6
80,2
82,3
83,1
84,2
85,1
86,1
90,1
91,1
92,1
98,1
99,1
100,2
104,1
106,1
109,1
110,1
117,2
120,1
124,1
125,1
127,1
129,1
130,1
131,1
144,1
149,1
151,1
155,1
161,1
184,1
197,1
222,1
235,1
254,1
285,1
289,1
303,1
410,1
