size,frequency
1,3983
2,668
3,290
4,193
5,145
6,109
7,96
8,53
9,51
10,41
11,35
12,29
13,25
14,24
15,21
16,13
17,16
18,24
19,13
20,11
21,9
22,8
23,9
24,9
25,8
26,8
27,6
28,10
29,13
30,6
31,7
32,6
33,6
34,5
35,2
36,4
37,5
38,5
39,1
40,2
41,1
42,2
43,4
44,3
45,4
46,3
47,4
48,1
49,2
51,2
52,4
53,2
54,5
56,3
57,1
58,1
59,3
61,3
62,2
63,2
64,2
66,1
67,2
70,1
71,4
73,1
74,1
76,1
77,1
79,1
80,1
82,1
83,1
84,1
85,1
87,1
88,1
89,3
90,1
93,1
95,2
98,1
99,3
100,1
110,2
112,1
117,1
118,1
119,1
129,1
131,1
133,1
134,1
139,1
149,1
153,1
155,1
162,1
166,1
174,1
183,2
230,1
256,1
320,1
