size,frequency
1,12498
2,1891
3,901
4,565
5,368
6,289
7,196
8,195
9,161
10,135
11,111
12,89
13,81
14,58
15,49
16,61
17,52
18,54
19,50
20,34
21,43
22,41
23,34
24,33
25,31
26,27
27,21
28,32
29,22
30,20
31,17
32,24
33,12
34,22
35,10
36,19
37,15
38,15
39,13
40,12
41,17
42,18
43,13
44,12
45,10
46,6
47,7
48,9
49,12
50,11
51,12
52,8
53,10
54,9
55,9
56,9
57,7
58,4
59,4
60,4
61,8
62,10
63,5
64,4
65,4
66,4
67,6
68,7
69,6
70,10
71,4
72,5
73,5
74,6
75,8
76,3
77,2
78,4
79,5
80,3
81,5
82,5
83,5
84,6
85,4
86,5
87,2
88,3
89,3
90,2
91,1
92,4
93,6
94,3
95,4
96,2
97,2
98,3
99,4
100,3
101,1
102,3
103,2
104,2
105,2
106,2
107,3
108,6
109,4
110,1
111,1
112,4
113,1
114,4
115,1
116,1
117,1
118,2
119,4
120,1
121,1
122,1
124,3
125,3
126,1
129,1
130,1
131,1
132,1
133,3
134,1
136,4
137,2
139,2
140,2
143,2
144,2
146,1
148,3
150,1
153,1
156,1
158,1
159,1
160,1
163,1
166,2
167,1
168,1
170,2
171,2
173,1
176,1
177,2
178,1
180,1
181,3
182,1
184,1
185,1
186,1
188,1
190,1
192,1
193,2
194,1
196,1
199,2
200,2
202,2
203,1
205,1
207,3
215,2
218,2
221,1
222,1
225,1
226,2
232,1
233,1
235,1
236,1
237,2
238,1
239,1
240,2
245,2
246,1
249,1
260,1
268,1
269,1
271,1
274,2
277,1
280,2
282,1
285,1
286,1
293,1
295,1
299,1
304,2
306,1
312,2
317,1
323,1
324,2
326,1
334,1
340,1
346,1
352,1
354,1
361,1
384,1
392,1
403,1
413,1
431,1
439,2
441,1
455,1
465,1
505,1
521,1
534,1
601,1
785,1
915,1
977,1
1401,1
