size,frequency
1,3169
2,571
3,261
4,169
5,123
6,95
7,55
8,58
9,47
10,32
11,35
12,36
13,29
14,30
15,17
16,22
17,20
18,15
19,19
20,13
21,12
22,10
23,8
24,7
25,6
26,7
27,9
28,4
29,9
30,3
31,7
32,2
33,5
34,5
35,9
36,2
37,2
38,1
39,4
40,7
41,5
42,3
43,1
44,6
45,3
46,4
47,2
48,5
49,2
50,2
51,3
52,5
53,3
54,1
55,4
56,3
57,2
58,5
59,4
60,2
61,1
62,3
63,1
64,1
65,3
66,1
67,2
68,1
69,1
70,2
72,2
73,3
74,1
75,1
76,1
77,2
78,1
80,1
82,1
83,4
84,2
87,1
89,1
90,1
91,1
92,1
95,2
96,1
97,1
98,1
101,1
102,1
103,1
104,2
106,1
110,1
111,1
114,1
115,1
118,1
124,1
127,1
132,2
133,1
134,1
137,1
142,1
143,1
148,1
149,1
151,2
153,1
154,1
155,1
157,1
158,1
160,1
162,1
175,1
182,1
186,1
188,2
192,1
193,1
194,1
202,1
203,1
204,1
218,2
253,1
264,1
265,2
293,1
302,1
322,1
335,1
337,1
354,1
489,1
542,1
703,1
