size,frequency
1,1648
2,314
3,170
4,110
5,61
6,50
7,43
8,29
9,27
10,31
11,24
12,16
13,15
14,18
15,11
16,8
17,8
18,5
19,12
20,8
21,9
22,6
23,4
24,9
26,2
27,4
28,10
29,3
30,3
31,5
32,5
33,4
34,2
35,3
36,2
37,1
38,2
39,3
40,3
41,3
42,2
43,3
44,1
45,3
46,2
47,1
48,1
49,2
50,2
51,1
52,1
55,2
56,3
57,2
59,1
60,1
61,3
62,1
63,2
67,2
68,1
69,1
70,1
71,1
72,2
73,3
74,1
75,2
76,2
79,1
80,1
81,2
82,1
83,1
89,1
101,1
103,1
104,2
105,2
111,1
113,1
115,1
117,1
118,1
120,1
125,1
126,1
137,2
138,1
140,1
144,1
145,1
151,1
154,1
162,1
167,1
168,1
179,1
200,1
212,1
235,1
241,1
246,1
254,1
278,1
392,1
398,1
470,1
543,1
749,1
904,1
