size,frequency
1,2569
2,543
3,264
4,142
5,111
6,83
7,71
8,47
9,56
10,41
11,28
12,22
13,23
14,30
15,25
16,21
17,17
18,13
19,10
20,13
21,10
22,5
23,8
24,16
25,7
26,9
27,3
28,6
29,9
30,5
31,8
32,4
33,4
34,8
35,2
36,2
37,1
38,1
39,6
40,5
41,3
42,4
43,4
44,3
45,3
46,3
47,3
48,5
49,4
50,1
51,4
52,5
53,4
54,4
55,3
57,1
58,3
59,5
60,1
61,3
62,2
63,3
64,2
65,1
66,2
67,3
69,2
70,2
71,3
72,1
74,3
75,3
77,1
79,1
80,1
81,3
82,1
83,1
84,2
85,1
86,1
87,1
88,1
90,1
92,1
93,2
94,1
96,2
97,1
98,4
99,1
100,2
101,2
102,3
103,1
106,3
107,1
108,1
109,1
110,1
111,1
113,2
114,1
118,1
119,1
121,2
122,1
123,1
124,1
126,2
127,1
129,1
130,1
131,2
132,2
133,1
135,2
138,1
141,1
142,2
146,1
147,1
149,1
150,1
151,1
158,1
159,1
160,1
161,1
164,1
167,1
169,2
174,1
178,1
180,1
184,1
187,1
195,1
199,1
205,1
210,1
212,1
215,1
216,2
224,1
226,1
228,1
232,1
244,1
245,1
248,1
253,1
260,1
278,1
298,1
303,1
313,1
318,1
326,1
336,1
343,1
346,1
351,1
355,1
371,1
378,1
385,1
389,1
392,1
407,1
432,1
438,1
453,1
454,1
455,1
510,1
533,1
564,1
602,1
613,1
647,1
664,1
694,1
748,1
819,1
888,1
956,1
999,1
1043,1
1174,1
1235,1
1469,1
2125,1
