size,frequency
1,2493
2,465
3,277
4,137
5,102
6,76
7,68
8,67
9,50
10,44
11,35
12,26
13,20
14,24
15,22
16,16
17,11
18,8
19,11
20,8
21,20
22,9
23,12
24,9
25,14
26,7
27,6
28,11
29,9
30,4
31,4
32,8
33,4
34,9
35,9
36,5
37,4
38,4
39,3
40,6
41,4
42,9
43,4
44,7
45,6
46,6
47,2
48,1
49,3
50,5
51,2
52,7
53,3
54,5
55,5
56,5
57,3
59,1
60,1
61,1
62,4
63,1
64,1
65,3
66,2
68,5
69,4
70,1
71,3
72,1
74,2
77,2
78,3
79,1
80,4
81,2
82,3
83,2
84,1
85,2
86,1
87,1
89,1
90,2
92,1
94,1
95,1
96,1
97,2
98,1
99,1
100,3
101,3
103,1
107,1
108,1
109,2
112,1
114,2
116,1
118,3
128,1
130,1
134,1
136,1
137,1
138,1
140,3
141,2
142,2
147,1
150,1
151,1
153,1
155,1
160,2
161,2
163,2
165,2
167,1
172,1
175,1
177,1
180,1
181,1
184,1
186,1
187,1
189,1
192,1
194,1
200,1
202,1
203,1
205,1
209,1
210,1
211,1
212,1
217,1
219,1
228,1
231,2
233,1
236,1
244,1
255,1
257,1
270,1
271,1
279,1
287,1
288,1
299,1
300,1
306,1
308,1
309,1
310,1
313,1
315,1
319,1
329,1
337,1
344,1
345,1
353,1
357,1
366,1
367,1
369,1
370,1
376,2
381,1
388,1
389,1
392,1
407,1
420,1
431,1
445,1
456,1
465,1
474,1
490,1
499,1
500,1
502,1
503,1
524,1
530,1
551,1
561,1
570,2
587,1
589,1
592,1
611,1
622,1
639,1
663,1
685,1
691,1
714,1
738,1
764,1
766,1
798,1
810,1
847,1
849,1
866,1
894,1
977,1
988,1
1002,1
1024,1
1025,1
1043,1
1045,1
1059,1
1077,1
1103,2
1190,1
1202,1
1268,1
1513,1
1514,1
1550,1
1594,1
1617,1
1746,1
2029,1
2057,1
2103,1
2134,1
2151,1
2208,1
2332,1
2483,1
2500,59
