size,frequency
1,2415
2,512
3,260
4,152
5,112
6,72
7,59
8,51
9,41
10,35
11,30
12,34
13,24
14,25
15,20
16,21
17,12
18,9
19,24
20,12
21,7
22,12
23,6
24,8
25,8
26,11
27,9
28,5
29,5
30,7
31,5
32,6
33,6
34,7
35,6
36,1
37,5
38,2
39,1
40,4
41,5
42,2
43,4
44,8
45,2
47,3
48,3
49,2
50,4
51,3
52,1
53,1
54,2
55,3
56,3
57,4
58,2
59,2
60,3
61,1
62,4
64,1
66,1
67,3
68,1
69,2
70,2
72,1
73,2
74,2
75,1
78,2
82,1
83,1
84,1
85,1
86,2
88,1
90,2
92,1
94,1
95,2
98,1
100,1
102,1
103,2
108,1
110,2
111,2
112,1
113,1
114,2
116,1
117,1
120,1
122,2
123,1
124,2
125,1
127,1
128,1
132,1
138,1
139,1
143,1
150,1
151,2
155,1
159,1
161,1
163,1
166,1
170,1
171,1
177,1
192,1
197,1
202,1
209,1
218,1
242,2
247,1
255,1
259,1
262,1
266,1
275,1
283,1
288,1
300,1
364,1
371,1
398,1
407,1
557,1
566,1
