size,frequency
1,3235
2,634
3,323
4,180
5,124
6,95
7,65
8,46
9,50
10,39
11,35
12,26
13,19
14,32
15,19
16,15
17,20
18,16
19,18
20,16
21,10
22,15
23,4
24,11
25,12
26,10
27,4
28,8
29,1
30,8
31,7
32,7
33,7
34,5
35,9
36,3
37,11
38,7
39,2
40,6
41,6
42,3
43,3
44,4
45,6
46,2
47,4
48,3
49,3
50,3
51,6
52,5
53,2
54,2
55,1
56,1
58,4
59,3
60,2
61,1
64,2
65,3
67,1
68,1
71,2
72,2
73,1
74,1
75,2
76,1
78,2
79,1
80,2
81,1
83,1
85,1
86,3
87,1
88,1
94,1
95,1
99,1
102,2
104,2
107,1
109,1
119,1
124,2
130,2
133,2
134,1
135,1
141,1
152,1
159,1
161,1
168,1
179,1
234,1
285,1
