size,frequency
1,6796
2,1187
3,577
4,349
5,266
6,178
7,145
8,133
9,96
10,60
11,75
12,58
13,59
14,47
15,35
16,35
17,36
18,30
19,22
20,15
21,20
22,23
23,18
24,20
25,18
26,19
27,15
28,15
29,17
30,11
31,6
32,11
33,8
34,8
35,9
36,6
37,7
38,5
39,7
40,5
41,5
42,9
43,10
44,3
45,9
46,6
47,5
48,6
49,5
50,5
51,5
52,5
53,2
54,3
55,3
56,1
57,4
58,4
59,2
60,5
61,1
62,2
63,1
66,2
69,1
71,1
72,3
73,2
75,2
76,2
77,1
79,1
81,1
83,4
84,1
87,3
88,2
89,1
90,1
92,3
93,1
94,1
99,1
100,2
101,1
102,1
103,2
104,1
105,1
106,1
107,1
108,1
110,1
111,1
112,2
116,1
117,1
120,2
121,1
124,1
125,2
133,2
137,1
143,1
147,1
150,1
151,1
162,1
163,1
164,1
167,1
180,2
189,1
201,1
209,2
231,1
247,1
302,1
