size,frequency
1,1111
2,209
3,100
4,61
5,43
6,36
7,24
8,20
9,18
10,13
11,13
12,8
13,9
14,8
15,14
16,9
17,7
18,7
19,6
20,4
21,5
22,6
23,4
24,4
25,3
26,2
27,4
28,3
29,5
30,7
31,5
32,3
35,2
36,3
37,3
39,1
40,1
41,2
46,1
47,1
48,2
49,2
52,3
53,1
54,1
55,1
57,2
58,1
59,2
62,2
63,2
66,3
67,1
69,2
72,1
73,1
74,1
75,2
78,1
83,1
85,1
86,1
87,1
89,1
96,1
100,3
107,1
108,1
111,1
118,1
128,1
136,1
138,2
139,1
140,2
142,1
149,1
165,1
168,1
175,1
178,2
183,1
196,1
199,2
201,1
204,1
205,1
209,1
218,1
220,1
227,1
228,1
240,1
244,1
296,1
307,1
323,1
345,1
350,1
354,1
356,1
363,1
372,1
378,1
381,2
386,1
467,1
471,1
568,1
643,1
830,1
889,1
1222,1
1330,1
1469,1
2303,1
2500,1
