size,frequency
1,5139
2,908
3,436
4,241
5,181
6,119
7,116
8,87
9,69
10,53
11,59
12,52
13,47
14,26
15,35
16,27
17,24
18,19
19,23
20,18
21,22
22,19
23,13
24,13
25,18
26,17
27,16
28,15
29,7
30,9
31,10
32,8
33,10
34,9
35,5
36,5
37,3
38,10
39,8
40,9
41,5
42,4
43,3
44,9
45,5
46,6
47,6
48,8
49,3
50,3
51,5
52,5
53,7
54,1
56,5
57,2
58,5
59,5
60,3
61,4
62,4
63,3
64,3
65,4
66,3
68,1
69,1
70,5
72,3
74,1
75,4
76,3
78,4
79,6
80,1
81,2
82,2
83,4
84,2
86,3
88,3
89,2
90,2
91,2
92,2
93,3
94,1
96,1
97,2
98,2
99,2
100,1
103,1
104,1
105,1
107,2
108,3
109,1
110,2
112,1
113,1
115,3
117,1
119,1
120,1
122,1
123,1
125,1
127,1
130,1
133,1
134,1
135,1
144,1
146,1
152,1
153,1
154,2
155,1
159,2
162,2
170,2
173,1
175,1
178,1
179,2
186,1
187,2
194,1
198,1
203,1
210,3
212,1
219,1
223,1
232,1
233,2
242,1
253,1
258,1
268,1
278,1
286,1
291,1
296,1
301,1
322,1
337,1
348,1
349,1
369,1
374,1
396,1
401,1
458,2
