size,frequency
1,1177
2,214
3,91
4,60
5,43
6,28
7,19
8,26
9,15
10,15
11,8
12,11
13,10
14,5
15,7
16,10
17,5
18,8
19,2
20,6
21,4
22,3
23,6
24,5
25,2
26,3
27,1
28,5
29,2
30,6
31,2
32,3
33,3
34,2
35,1
36,1
37,2
39,2
40,1
41,2
44,1
45,2
46,3
47,1
48,2
49,1
50,1
51,1
52,1
53,1
54,1
56,1
58,1
60,2
63,1
65,1
66,1
67,1
68,1
70,1
71,1
73,1
74,2
77,1
79,1
83,2
84,1
85,2
86,1
89,1
90,1
92,1
94,1
96,1
98,1
108,1
113,1
123,1
126,1
130,1
137,1
142,2
151,1
160,1
174,1
176,1
181,1
185,1
195,1
231,1
277,1
289,1
495,1
502,1
573,1
613,1
