size,frequency
1,3813
2,634
3,308
4,176
5,120
6,100
7,90
8,60
9,45
10,56
11,53
12,40
13,26
14,27
15,29
16,23
17,23
18,19
19,17
20,13
21,15
22,10
23,10
24,12
25,15
26,7
27,9
28,12
29,10
30,8
31,7
32,6
33,4
34,5
35,11
36,11
37,6
38,5
39,6
40,8
41,2
42,5
43,6
44,5
45,6
46,3
47,4
48,5
49,2
50,3
51,5
52,4
53,3
54,6
55,10
56,2
57,7
58,2
59,1
60,4
61,2
62,4
63,2
64,3
66,4
67,2
68,3
70,2
72,2
74,2
76,5
78,1
79,1
80,2
81,4
82,1
83,3
85,3
86,2
88,1
90,2
91,1
92,1
93,1
96,2
97,3
98,1
99,1
100,2
102,1
105,1
106,1
108,1
110,2
111,2
112,2
113,1
114,1
117,1
119,1
120,3
122,1
124,2
128,1
130,2
131,1
132,1
136,1
140,1
142,1
143,2
147,1
150,1
153,1
155,1
158,2
167,1
170,1
172,2
174,1
181,1
182,1
189,1
193,1
195,1
214,1
218,1
219,1
225,1
229,1
233,1
234,1
243,1
244,1
245,1
261,1
271,1
274,1
285,1
286,1
297,1
306,1
308,1
314,1
317,1
320,1
328,1
342,1
362,1
374,1
380,1
557,1
724,1
753,1
820,1
874,1
902,1
932,1
943,1
