size,frequency
1,3304
2,537
3,273
4,169
5,114
6,91
7,63
8,45
9,42
10,35
11,41
12,35
13,20
14,19
15,23
16,13
17,12
18,12
19,9
20,11
21,15
22,4
23,8
24,8
25,10
26,5
27,6
28,7
29,4
30,7
31,5
32,5
33,10
34,5
35,6
36,3
37,4
38,4
39,3
40,4
41,3
43,1
44,4
45,4
46,2
47,5
48,1
49,2
50,2
51,2
52,2
53,1
54,1
55,2
56,2
58,5
60,1
62,5
64,1
67,2
68,2
69,3
71,3
73,3
74,1
75,3
76,1
79,1
81,1
82,3
83,2
84,1
87,2
88,1
91,1
92,2
93,1
94,1
95,1
97,2
99,1
105,1
109,1
113,1
114,1
118,2
120,2
121,1
122,1
124,1
125,1
126,1
136,1
141,1
153,1
162,1
185,1
195,1
201,1
210,1
239,1
262,2
279,1
305,1
336,1
