size,frequency
1,3868
2,613
3,305
4,189
5,127
6,94
7,71
8,64
9,56
10,47
11,37
12,29
13,25
14,14
15,19
16,16
17,23
18,21
19,19
20,18
21,25
22,11
23,6
24,9
25,16
26,7
27,10
28,8
29,4
30,3
31,4
32,15
33,7
34,7
35,1
36,8
37,7
38,7
39,5
40,3
41,5
42,3
43,5
44,1
45,3
46,7
47,6
48,4
49,2
50,3
51,1
52,4
54,4
55,5
56,1
58,4
59,1
60,2
61,1
62,2
63,2
64,1
65,2
66,3
67,3
68,2
69,1
70,3
71,3
72,1
73,1
74,3
75,1
76,1
77,1
79,4
81,2
82,1
83,2
84,2
88,2
89,1
90,2
91,2
92,1
93,2
94,2
95,2
96,1
97,2
98,2
102,1
106,1
108,1
109,2
113,3
115,1
116,2
117,1
118,2
123,3
124,1
126,2
128,2
129,3
130,1
132,1
134,1
140,2
141,1
142,1
143,1
146,1
147,1
148,1
151,1
153,1
162,2
166,1
167,1
169,1
170,1
173,1
175,1
177,1
179,1
181,1
183,1
185,1
186,1
189,2
191,1
194,1
195,1
201,1
202,1
205,1
206,1
210,1
211,1
213,1
214,1
215,2
217,1
220,1
221,2
225,1
227,1
230,1
234,1
237,1
240,1
243,1
248,1
255,1
257,1
260,1
262,1
270,1
271,1
279,1
281,1
288,1
292,1
311,1
331,1
334,1
336,1
339,1
341,1
347,1
349,1
357,1
379,2
381,1
392,2
394,1
395,1
402,1
412,1
418,2
419,1
439,1
474,1
476,1
480,1
486,1
488,1
491,1
528,1
532,1
553,1
594,1
600,1
622,1
673,1
685,1
714,1
728,1
757,1
774,1
804,1
844,1
875,1
986,1
1072,1
1218,1
1328,1
1831,1
