size,frequency
1,13187
2,1940
3,897
4,563
5,356
6,265
7,225
8,168
9,135
10,124
11,100
12,79
13,61
14,75
15,48
16,46
17,45
18,33
19,31
20,34
21,24
22,37
23,15
24,26
25,20
26,26
27,20
28,15
29,8
30,12
31,17
32,14
33,11
34,15
35,9
36,11
37,10
38,7
39,8
40,6
41,7
42,6
43,8
44,1
45,4
46,6
47,1
48,4
49,1
50,4
51,6
52,4
53,3
54,3
55,4
56,5
57,4
58,6
59,2
60,4
61,1
62,5
63,5
64,1
65,1
66,1
68,1
69,3
70,1
72,2
73,1
75,3
76,1
80,2
81,1
82,1
83,1
84,2
86,1
87,1
88,2
89,1
92,1
93,3
95,1
96,1
100,1
101,1
102,2
104,1
105,2
111,1
114,1
116,2
117,2
121,1
124,1
132,1
133,1
138,1
149,1
180,1
183,1
221,1
