size,frequency
1,2537
2,501
3,243
4,144
5,104
6,77
7,61
8,41
9,34
10,31
11,44
12,27
13,16
14,16
15,17
16,20
17,18
18,10
19,8
20,14
21,15
22,10
23,5
24,12
25,5
26,1
27,6
28,5
29,4
30,3
31,5
32,3
33,4
34,1
35,7
36,3
37,5
38,6
39,5
40,3
41,2
42,2
43,2
44,4
45,5
46,2
48,1
49,2
50,1
51,2
52,3
53,2
54,1
55,3
57,3
58,1
59,1
60,2
61,4
63,5
64,3
65,2
67,1
68,2
69,1
72,3
74,2
76,2
77,1
78,1
79,3
80,2
82,1
83,1
84,1
86,2
87,1
88,2
90,1
91,2
93,1
94,1
98,1
102,1
104,1
107,3
109,1
110,1
114,1
116,1
124,1
128,1
132,2
133,1
134,1
135,1
136,1
144,2
146,2
149,1
154,1
162,1
166,1
172,2
181,1
182,1
189,1
192,1
195,2
207,1
218,1
221,1
238,1
274,1
374,1
423,1
