size,frequency
1,12975
2,1856
3,914
4,532
5,388
6,261
7,195
8,173
9,137
10,108
11,111
12,88
13,75
14,54
15,70
16,64
17,47
18,53
19,51
20,36
21,35
22,23
23,32
24,25
25,28
26,29
27,21
28,23
29,22
30,23
31,20
32,17
33,15
34,10
35,14
36,11
37,8
38,10
39,15
40,13
41,13
42,9
43,11
44,8
45,9
46,6
47,14
48,8
49,6
50,3
51,6
52,6
53,5
54,7
55,3
56,5
57,1
58,5
59,5
60,5
61,3
62,6
64,2
65,1
66,4
67,2
68,1
69,7
70,4
71,1
72,4
73,2
74,1
75,3
77,3
78,3
79,1
80,2
81,3
82,2
83,2
84,4
85,3
86,2
87,5
88,3
89,2
90,4
91,1
92,3
93,3
94,1
95,5
96,2
97,2
98,4
101,1
102,2
103,3
104,2
105,1
106,1
107,1
109,1
114,3
116,2
117,1
118,1
122,1
123,2
128,1
132,3
134,1
137,2
139,1
142,1
144,2
146,1
147,1
148,1
154,2
156,1
159,1
165,1
169,2
172,1
199,1
203,1
211,1
227,1
254,1
267,1
288,1
299,1
304,1
310,1
