size,frequency
1,5028
2,786
3,356
4,197
5,164
6,113
7,98
8,71
9,58
10,44
11,46
12,37
13,28
14,23
15,30
16,28
17,11
18,24
19,10
20,9
21,16
22,13
23,13
24,11
25,9
26,14
27,7
28,10
29,9
30,5
31,5
32,8
33,6
34,5
35,9
36,8
37,8
38,4
39,3
40,3
41,1
42,7
43,1
44,4
45,2
46,2
47,3
49,2
50,3
51,1
52,1
53,1
54,2
55,1
56,3
57,4
58,4
59,1
60,3
61,1
62,2
63,3
64,2
65,3
66,1
67,1
68,4
69,2
70,1
72,1
73,2
74,1
75,1
76,2
77,2
80,4
81,1
83,1
84,1
85,1
87,1
88,3
89,2
90,1
91,1
92,2
94,3
98,1
103,1
104,1
109,1
111,1
112,2
115,1
116,1
122,1
125,1
127,2
128,1
130,2
133,1
135,1
138,2
145,1
148,1
151,1
153,1
154,1
157,2
161,1
173,1
187,1
202,1
241,1
245,1
274,1
284,1
372,1
