size,frequency
1,1537
2,366
3,167
4,91
5,75
6,48
7,40
8,37
9,41
10,25
11,31
12,12
13,21
14,13
15,9
16,15
17,9
18,13
19,15
20,11
21,10
22,6
23,4
24,4
25,6
26,6
27,4
28,5
29,3
30,8
31,2
32,2
33,6
34,7
35,3
36,1
37,3
38,2
39,4
40,1
41,1
42,2
43,2
44,5
45,1
46,1
47,2
48,2
49,3
50,1
51,1
52,4
53,3
54,1
55,5
56,2
57,1
58,1
59,1
61,1
62,1
63,1
64,2
65,3
66,1
67,1
68,1
70,2
71,1
73,1
74,1
76,1
77,1
78,2
79,1
80,2
81,2
82,1
84,1
85,1
86,1
87,1
89,1
90,2
95,3
96,1
97,1
98,2
101,1
104,1
113,1
118,1
128,1
133,1
136,1
138,1
139,1
140,1
143,2
144,2
148,4
155,1
159,1
160,1
172,1
177,1
178,1
179,1
184,1
190,1
192,1
194,1
198,1
215,1
223,1
227,1
229,1
232,1
249,1
257,1
268,1
331,1
333,1
385,1
427,1
507,1
732,1
1259,1
