size,frequency
1,6630
2,1237
3,640
4,325
5,233
6,183
7,122
8,119
9,93
10,83
11,83
12,54
13,44
14,48
15,49
16,40
17,43
18,21
19,27
20,29
21,24
22,20
23,24
24,18
25,14
26,17
27,25
28,11
29,13
30,10
31,14
32,15
33,10
34,9
35,9
36,10
37,7
38,9
39,7
40,6
41,8
42,9
43,3
44,4
45,6
46,6
47,5
48,11
49,6
50,2
51,9
52,4
53,4
54,2
55,2
56,2
57,8
58,3
59,4
60,2
61,3
62,3
63,7
64,3
65,4
66,2
67,1
68,2
69,3
70,2
71,3
72,3
73,1
74,8
75,4
76,1
77,3
78,2
80,3
81,3
82,4
83,3
86,1
87,3
88,3
89,2
90,3
91,3
93,1
94,2
95,1
96,3
97,2
98,1
99,1
100,1
101,1
103,1
104,2
107,3
108,1
111,2
113,3
114,1
117,2
118,1
119,2
120,1
121,1
122,1
124,1
125,1
127,1
128,1
129,1
131,1
132,1
133,1
138,1
140,1
147,1
151,1
152,1
154,1
156,1
157,1
159,2
160,1
166,1
178,1
192,1
207,1
211,1
221,1
229,1
248,1
285,1
292,1
298,1
364,1
397,1
538,1
