size,frequency
1,2429
2,547
3,224
4,142
5,113
6,81
7,77
8,52
9,37
10,30
11,36
12,22
13,20
14,15
15,16
16,19
17,14
18,13
19,20
20,10
21,5
22,6
23,11
24,9
25,5
26,4
27,6
28,10
29,6
30,9
31,7
32,3
33,6
34,5
35,3
36,5
37,2
38,4
39,4
40,4
41,2
42,2
43,6
44,4
45,5
46,2
47,2
48,4
49,5
50,1
51,2
52,3
53,3
54,3
55,3
56,2
57,1
58,1
59,4
60,4
62,3
63,2
64,4
65,2
67,1
68,1
69,2
70,1
71,2
72,5
74,4
75,1
77,1
78,1
79,4
80,1
81,2
83,3
84,1
85,1
86,1
88,1
91,1
92,1
93,3
95,1
97,1
100,1
102,2
103,1
105,2
107,1
108,1
109,1
110,2
117,1
118,1
124,4
126,1
128,1
129,1
131,1
136,1
144,2
146,1
150,1
154,1
155,1
163,2
165,1
173,1
186,1
188,1
192,1
194,1
200,1
214,1
222,1
233,1
234,1
255,1
261,1
273,1
307,1
309,1
325,1
364,1
399,1
409,1
451,1
575,1
577,1
656,1
1199,1
