size,frequency
1,1660
2,353
3,152
4,115
5,61
6,50
7,46
8,29
9,27
10,27
11,20
12,12
13,15
14,12
15,11
16,9
17,9
18,11
19,9
20,9
21,7
22,10
23,7
24,4
25,4
26,7
27,5
28,3
29,6
30,4
31,3
32,2
33,4
34,1
35,3
36,1
37,1
38,3
39,1
40,2
41,3
42,2
44,2
45,1
48,1
49,1
50,2
53,1
54,1
55,1
57,1
58,5
59,4
60,1
61,1
62,1
64,1
68,2
69,3
71,1
72,1
76,1
77,1
81,2
83,1
84,1
88,1
89,1
92,1
93,1
94,1
96,1
101,1
102,1
109,1
110,2
116,1
117,1
126,1
129,1
131,1
135,1
138,1
144,1
159,2
161,1
185,1
193,1
227,1
295,1
322,1
339,1
418,1
491,1
