size,frequency
1,3180
2,607
3,287
4,172
5,130
6,75
7,82
8,60
9,45
10,46
11,31
12,23
13,25
14,23
15,16
16,22
17,16
18,11
19,16
20,16
21,13
22,7
23,7
24,6
25,8
26,5
27,5
28,7
29,5
30,4
32,6
33,6
34,3
35,7
36,3
37,5
38,2
39,3
40,3
41,6
42,1
43,3
44,4
45,2
46,3
47,1
48,4
49,3
50,3
51,1
52,4
53,1
54,2
55,1
56,2
57,2
58,1
59,1
61,1
62,1
63,2
64,2
65,1
66,4
67,3
68,1
69,1
70,2
71,1
72,2
74,1
75,2
76,2
77,2
78,1
83,1
85,1
86,1
88,1
89,1
93,2
94,2
96,2
97,1
98,1
101,1
102,1
104,1
105,1
106,1
109,2
114,1
121,1
122,1
124,1
125,1
129,1
130,1
132,1
136,1
138,2
142,1
147,1
152,1
155,1
192,1
203,1
219,1
222,1
253,1
