size,frequency
1,2622
2,501
3,278
4,167
5,106
6,77
7,67
8,54
9,45
10,30
11,39
12,34
13,28
14,19
15,18
16,15
17,8
18,11
19,9
20,13
21,13
22,14
23,13
24,14
25,16
26,7
27,11
28,5
29,9
30,11
31,6
32,8
33,8
34,9
35,11
36,5
37,8
38,1
39,4
40,5
41,3
42,4
43,4
44,4
45,4
46,2
47,5
48,3
49,3
50,1
52,4
53,2
55,1
56,4
57,5
58,1
59,1
60,3
61,5
62,2
63,3
64,2
65,3
66,2
67,1
68,3
69,1
71,2
72,1
73,1
74,3
75,1
76,1
78,2
81,1
82,1
83,1
86,1
87,3
88,1
89,1
90,3
91,1
92,1
94,1
95,1
96,1
97,3
98,2
99,1
101,1
102,3
103,2
104,1
105,2
108,1
112,2
114,3
115,1
116,1
118,3
119,1
131,1
137,1
139,1
141,1
143,2
145,1
146,1
149,1
151,1
152,1
154,1
161,2
166,1
167,1
194,1
197,1
209,1
231,1
236,1
255,1
263,1
271,1
276,1
312,1
333,1
346,1
362,1
372,1
430,1
484,1
525,1
548,1
619,1
