size,frequency
1,11234
2,1660
3,795
4,498
5,359
6,261
7,222
8,161
9,158
10,137
11,111
12,80
13,86
14,54
15,68
16,57
17,40
18,40
19,36
20,42
21,37
22,31
23,38
24,28
25,32
26,17
27,18
28,26
29,14
30,24
31,31
32,18
33,19
34,13
35,10
36,17
37,12
38,12
39,12
40,13
41,14
42,14
43,8
44,14
45,11
46,8
47,6
48,4
49,6
50,13
51,3
52,5
53,5
54,6
55,7
56,7
57,3
58,8
59,2
60,6
61,5
62,5
63,5
64,2
65,4
66,5
67,4
68,7
69,2
70,3
71,3
72,7
73,4
74,6
75,4
76,6
77,3
78,3
79,6
80,4
81,4
82,1
83,3
85,2
86,3
87,1
88,3
89,4
90,2
91,3
92,1
93,3
94,2
96,4
97,1
98,1
99,2
100,3
101,1
104,2
106,2
107,2
108,4
109,5
111,2
112,1
114,1
116,1
118,1
119,1
120,1
121,1
122,2
124,2
125,2
126,3
129,3
133,1
136,1
139,1
141,1
142,1
145,1
146,2
147,3
149,1
150,1
154,3
157,1
158,1
161,1
162,1
164,2
165,1
166,2
173,2
175,1
176,1
178,1
180,1
181,1
183,3
186,1
187,1
188,1
189,1
193,1
196,1
198,1
213,2
215,1
224,1
235,1
237,1
252,1
262,1
281,1
284,1
287,1
295,1
300,1
302,1
304,1
314,1
315,1
316,1
317,1
373,1
384,1
386,1
430,1
431,1
476,1
513,1
575,1
