size,frequency
1,7089
2,1223
3,565
4,344
5,229
6,178
7,127
8,94
9,95
10,76
11,57
12,45
13,38
14,36
15,38
16,23
17,21
18,19
19,23
20,23
21,16
22,11
23,20
24,12
25,12
26,15
27,13
28,12
29,9
30,4
31,9
32,7
33,9
34,5
35,9
36,5
37,4
38,4
39,9
40,1
41,1
43,2
44,8
45,5
46,3
47,5
48,2
49,3
50,3
51,2
52,1
53,3
54,2
55,5
56,2
57,2
58,2
59,1
61,1
62,2
64,1
65,2
66,3
68,2
69,1
70,2
71,2
72,1
73,2
75,2
76,1
77,2
80,2
82,1
83,1
85,1
86,1
89,1
90,1
91,2
93,1
95,1
97,1
105,1
111,1
112,1
125,1
139,1
174,1
186,1
