size,frequency
1,1192
2,199
3,86
4,40
5,36
6,28
7,27
8,22
9,12
10,11
11,14
12,11
13,4
14,6
15,8
16,5
17,6
18,2
19,6
20,2
21,5
22,7
23,5
24,3
25,2
26,6
27,2
28,4
29,4
30,2
31,2
32,1
33,6
34,4
35,1
36,3
37,1
38,4
39,1
41,2
42,2
43,4
44,1
45,1
47,2
50,1
51,2
52,2
53,1
54,1
55,1
56,4
58,1
60,2
62,2
68,1
69,2
71,1
73,2
75,2
76,1
78,1
79,1
80,1
81,1
83,1
84,1
86,2
89,1
92,1
93,1
94,1
95,1
97,1
100,1
101,1
102,1
110,1
113,1
114,1
119,1
131,2
136,1
153,2
161,1
166,1
168,1
172,1
181,1
190,1
194,1
199,1
203,1
209,1
235,1
244,2
246,1
252,1
303,1
331,1
376,1
378,1
394,1
421,1
431,1
435,1
437,1
440,1
457,1
546,1
626,1
652,1
681,1
695,1
762,1
903,1
1081,1
1183,1
1884,1
2500,1
