size,frequency
1,12067
2,1650
3,754
4,511
5,323
6,227
7,181
8,141
9,111
10,95
11,88
12,71
13,68
14,53
15,43
16,43
17,52
18,38
19,40
20,21
21,21
22,22
23,15
24,15
25,16
26,11
27,14
28,24
29,10
30,9
31,12
32,9
33,8
34,8
35,12
36,9
37,6
38,7
39,3
40,2
41,3
42,1
43,6
44,7
45,6
46,7
47,4
48,4
49,3
50,1
51,3
55,1
56,3
57,1
58,2
59,1
60,1
62,2
64,2
65,1
68,1
69,1
71,2
72,1
74,1
75,2
76,2
77,1
78,3
79,1
83,1
85,2
86,1
87,1
90,2
91,1
92,1
94,1
97,2
100,1
111,1
112,1
116,1
126,1
139,1
146,1
147,1
154,2
176,1
187,1
