size,frequency
1,1170
2,204
3,77
4,68
5,34
6,29
7,28
8,12
9,17
10,19
11,10
12,12
13,8
14,13
15,5
16,5
17,5
18,6
19,4
20,2
21,1
22,3
23,10
24,3
25,4
26,5
27,2
28,4
30,6
31,1
32,8
33,3
34,1
35,1
36,3
37,1
38,2
39,3
41,1
42,3
43,2
47,4
48,1
49,1
50,1
51,1
54,2
56,2
57,2
59,2
65,1
69,2
70,1
72,1
74,1
76,1
77,1
79,2
80,2
81,1
82,1
84,1
87,2
90,1
96,1
97,2
101,1
117,1
125,3
128,1
130,1
134,1
136,1
138,1
145,1
148,1
161,1
172,1
175,1
180,1
182,1
191,1
203,1
205,1
206,1
209,1
218,1
222,1
242,1
252,1
283,1
293,1
302,1
315,1
320,1
363,1
415,1
419,1
425,1
442,1
496,1
565,1
569,1
683,1
749,1
756,1
788,1
849,1
878,1
1035,1
1137,1
1216,1
2059,1
