size,frequency
1,3338
2,587
3,285
4,190
5,131
6,90
7,87
8,66
9,34
10,39
11,36
12,31
13,37
14,22
15,26
16,13
17,17
18,12
19,15
20,10
21,13
22,13
23,10
24,5
25,6
26,5
27,10
28,7
29,6
30,5
31,4
32,4
33,8
34,5
35,4
36,5
37,5
38,3
39,3
40,2
41,4
42,6
43,2
44,2
46,1
47,1
48,2
49,4
50,1
52,4
53,1
54,3
55,1
56,2
57,1
60,1
62,1
63,1
66,2
67,1
71,2
72,1
73,1
74,2
76,2
77,1
80,1
82,1
85,1
86,2
88,1
92,1
95,2
96,1
97,2
99,1
101,2
103,2
111,1
114,1
117,2
122,1
125,2
140,1
141,1
152,1
156,1
170,1
175,1
186,1
203,1
214,1
226,1
