size,frequency
1,2680
2,557
3,254
4,146
5,107
6,98
7,62
8,49
9,45
10,38
11,28
12,29
13,19
14,20
15,23
16,11
17,6
18,16
19,16
20,16
21,11
22,10
23,11
24,12
25,5
26,11
27,6
28,6
29,4
30,7
31,4
32,7
33,9
34,3
35,4
36,5
37,1
38,3
39,2
40,3
41,5
42,5
43,8
44,5
45,1
46,3
47,1
48,3
49,1
50,3
51,3
52,2
53,1
55,1
56,3
58,4
59,1
60,3
61,1
62,1
63,1
64,3
65,5
66,2
68,3
69,1
70,2
71,1
72,1
74,1
75,3
76,2
78,1
79,1
80,1
81,1
82,3
83,1
84,1
85,1
87,1
90,1
92,2
95,1
97,1
98,1
99,1
103,1
105,1
106,1
109,1
111,1
112,3
113,1
115,1
118,2
122,1
123,1
126,3
128,1
130,1
134,1
141,1
142,1
143,1
145,1
147,1
151,1
154,1
157,1
160,1
163,1
173,2
178,1
193,1
197,1
201,1
213,1
271,1
291,1
297,1
325,1
356,1
530,1
