size,frequency
1,3106
2,576
3,307
4,153
5,132
6,98
7,79
8,55
9,40
10,29
11,35
12,38
13,27
14,26
15,9
16,16
17,19
18,18
19,15
20,16
21,8
22,11
23,10
24,3
25,18
26,8
27,6
28,7
29,6
30,7
31,4
32,5
33,3
34,7
35,2
36,5
37,6
38,5
39,2
40,5
41,1
42,5
43,4
44,4
45,4
46,5
47,1
48,3
49,7
50,4
51,2
52,2
53,2
54,1
55,1
56,2
57,3
58,5
59,1
60,2
61,3
62,1
63,1
64,2
65,2
66,1
68,1
69,1
71,2
72,1
73,2
74,1
75,2
76,2
77,1
78,1
79,2
80,2
81,1
82,1
83,1
84,1
86,1
87,1
89,1
90,1
91,1
92,1
93,3
96,1
97,1
98,1
100,3
101,1
102,2
103,1
104,1
107,1
108,1
109,1
110,2
111,1
112,1
113,1
115,1
116,1
117,2
119,1
120,1
125,1
128,1
129,1
130,1
131,2
132,1
135,1
137,1
140,1
142,1
144,1
145,1
146,2
148,1
149,2
150,1
155,1
162,1
166,2
168,1
175,1
177,3
184,1
185,1
187,1
190,1
195,1
199,1
206,1
213,1
219,1
230,1
239,1
250,1
256,1
260,1
265,1
269,1
288,1
304,1
320,2
327,1
334,1
379,1
547,1
688,1
762,1
964,1
