R,k,mutation_proba,testing_proba,sequencing_proba,n_clusters,max_cluster_size,detection_proba,n_divergent_transitions,R_estimate,R_lower_cred_int,R_upper_cred_int,min_R_Rhat,max_R_Rhat,k_estimate,k_lower_cred_int,k_upper_cred_int,min_k_Rhat,max_k_Rhat,mutation_proba_estimate,mutation_proba_lower_cred_int,mutation_proba_upper_cred_int,min_mutation_proba_Rhat,max_mutation_proba_Rhat,testing_proba_estimate,testing_proba_lower_cred_int,testing_proba_upper_cred_int,min_testing_proba_Rhat,max_testing_proba_Rhat,detection_proba_estimate,detection_proba_lower_cred_int,detection_proba_upper_cred_int,min_detection_proba_Rhat,max_detection_proba_Rhat
0.7,0.1,0.281,0.4,0.01,3000,1500,0.004,0,0.852533643146917,0.6399182549679145,1.1376007516376787,0.9998040348149199,1.009150355736915,0.5125612005858622,0.1810225788932995,1.0325857374293579,0.9986541276751418,1.0039150971288193,0.2880983758662704,0.20187962838107082,0.3821540779893307,0.9988390427362892,1.0044225850904762,0.5478018557718235,0.09197481729243473,0.9764144604775199,0.9996693571580165,1.0067281914903143,0.005478018557718235,9.197481729243472e-4,0.0097641446047752,0.9996693571580165,1.0067281914903143
0.9,0.1,0.281,0.4,0.01,3000,1500,0.004,0,1.0025498473215433,0.8141978062875718,1.2347611133159901,1.0002899821681221,1.014816395535649,0.44436512333511635,0.13800010391404052,0.9477145677246492,0.9987821355377886,1.0048203611426163,0.28330477036515367,0.19875183064219004,0.37568317834764864,1.0003261739397453,1.0125495185298008,0.615219531806109,0.11832011204686943,0.985608169145958,1.0004710664184866,1.0073482320720963,0.00615219531806109,0.0011832011204686943,0.00985608169145958,1.0004710664184866,1.0073482320720961
1.1,0.1,0.281,0.4,0.01,3000,1500,0.004,0,1.139673917448317,0.9712722146878745,1.3372140229982639,0.9994682420286055,1.0077544631563433,0.3402330755599501,0.09270288565905513,0.7865749920571405,0.9994206429296764,1.0037609188499916,0.2803362792026529,0.19847569971418055,0.37234698609157824,0.9997298847155819,1.0078215277080844,0.6745423619461701,0.17232796006686607,0.9884209699092273,0.9987075299047458,1.009915594403902,0.006745423619461702,0.0017232796006686605,0.009884209699092273,0.9987075299047458,1.009915594403902
1.3,0.1,0.281,0.4,0.01,3000,1500,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.3,0.281,0.4,0.01,3000,1500,0.004,0,0.762334329112326,0.5279939825377671,1.074501946208537,0.9983040699118108,1.0080697373280085,0.5178569421183211,0.18020738601153435,1.0387774926223385,1.0001120642961432,1.0029306230460082,0.2925040096451695,0.2069172939482778,0.38613099517378235,0.9995499277192135,1.0051908296974335,0.4855145575912814,0.07940755693218153,0.9649724313728937,0.9991180072989112,1.0062270278506056,0.004855145575912815,7.940755693218153e-4,0.009649724313728935,0.9991180072989112,1.0062270278506056
0.9,0.3,0.281,0.4,0.01,3000,1500,0.004,0,0.8988395239413142,0.6978610811795605,1.1685432244674632,1.0003924039287022,1.0114808742263826,0.4866811575320612,0.15699477709565848,0.9993249377188798,0.9988977610735946,1.003842074625035,0.2871010112727588,0.20022453606571894,0.38069932457363603,0.9993473495483696,1.0076819623930868,0.578920703351449,0.10711592606607796,0.9782991794975571,1.0003673992527298,1.0099436234866435,0.00578920703351449,0.0010711592606607798,0.009782991794975571,1.0003673992527298,1.0099436234866435
1.1,0.3,0.281,0.4,0.01,3000,1500,0.004,0,1.0814281466333573,0.9138249538056595,1.2936429099037465,1.0012937073365624,1.0115358852945326,0.4684986850958422,0.15593823638663315,0.9592006288320523,0.99937262217334,1.0072005065327438,0.28195870779961196,0.19702939104689252,0.3719689955670859,0.9999313303432326,1.0059986742294182,0.6228089659883859,0.12243316055003688,0.9842195517733323,0.9993929363644442,1.0053647559381862,0.0062280896598838585,0.0012243316055003688,0.009842195517733325,0.9993929363644442,1.0053647559381862
1.3,0.3,0.281,0.4,0.01,3000,1500,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.5,0.281,0.4,0.01,3000,1500,0.004,0,0.7200799756882678,0.46899574424006396,1.0369913262329469,0.9987985456165506,1.0046960260842932,0.5307762598879882,0.1907626666067789,1.0399794757691438,0.9989146043892678,1.0042922485768246,0.29226988880883664,0.20506083653332158,0.38616013478685574,0.9998476172068255,1.0051783653071706,0.4268356542012522,0.07173132862468387,0.944443504402374,0.9997935692745312,1.0061099311205117,0.004268356542012522,7.173132862468386e-4,0.009444435044023739,0.9997935692745313,1.0061099311205117
0.9,0.5,0.281,0.4,0.01,3000,1500,0.004,0,0.8540417140632101,0.6449743079722574,1.1360264838874938,0.9998475504903755,1.0048976160071834,0.5085586299628657,0.17786548242461184,1.0211367560265685,0.999163365782409,1.0030550257149118,0.28835647394649455,0.20298032380788664,0.3818273251665057,0.9986676343208101,1.0031845956581849,0.5480000749237123,0.09392666826107686,0.9732557312929284,0.999107438548667,1.0045975792797022,0.005480000749237123,9.392666826107686e-4,0.009732557312929284,0.999107438548667,1.0045975792797024
1.1,0.5,0.281,0.4,0.01,3000,1500,0.004,0,1.0414794664808984,0.855436328137366,1.2626173476908007,0.9998100012152564,1.006650450439611,0.4813768706356043,0.1517478981254703,1.0065448066848373,0.9993317793102466,1.005060352785737,0.2824109689987864,0.19907324464689194,0.37112084170071247,0.9989488686087208,1.0059581070234478,0.6098437740456282,0.1157652809080979,0.9838740531502581,0.9989019828857517,1.0062449476099624,0.006098437740456282,0.0011576528090809792,0.009838740531502582,0.9989019828857517,1.0062449476099624
1.3,0.5,0.281,0.4,0.01,3000,1500,0.004,0,1.2854867840863895,1.136517922077345,1.4685741805158756,1.0004038001381725,1.0004038001381725,0.624867466486388,0.28793260944862215,1.1000014139984469,0.9990116159369548,0.9990116159369548,0.2780468547053557,0.1881770004380454,0.3715690764472702,1.0009386445828352,1.0009386445828352,0.5921278710963428,0.13234086908011256,0.9861848796127033,0.999990308712857,0.999990308712857,0.005921278710963428,0.0013234086908011254,0.009861848796127035,0.999990308712857,0.999990308712857
0.7,0.1,0.281,0.6,0.01,3000,1500,0.006,0,0.8989675954637394,0.6937327624837016,1.1670426549882655,1.0001556909175855,1.006045577781599,0.4786631680573058,0.1548598976525677,0.9850247849284859,1.0003436416235494,1.0045403669554351,0.28682010358690396,0.20283420238610547,0.3778454759310079,0.9988885654437709,1.0057045880406805,0.5864982060070679,0.10886585824133155,0.9799839910887053,0.9995503816477589,1.0089108436730432,0.00586498206007068,0.0010886585824133154,0.009799839910887051,0.9995503816477589,1.0089108436730432
0.9,0.1,0.281,0.6,0.01,3000,1500,0.006,0,1.0422043034397392,0.8621518739745616,1.2580666743006588,1.0003743872627224,1.0119689452577743,0.4058272478227401,0.12212051857845299,0.8829164404701689,0.9988732088858868,1.0070715742638607,0.2820733454622376,0.19759847782011244,0.37253261887672406,1.0012236079546641,1.0087978377490374,0.6396775592798419,0.14810880777721847,0.9839664600673532,1.0000876007286925,1.0089781574327632,0.006396775592798419,0.0014810880777721845,0.009839664600673533,1.0000876007286925,1.0089781574327632
1.1,0.1,0.281,0.6,0.01,3000,1500,0.006,0,1.1385801928025578,0.9777732546087557,1.3300569596567458,0.9992478790625153,1.0125275833149616,0.2479899617041256,0.06590123883653794,0.6581542773843826,1.0003411481865483,1.0067409731405608,0.2788667696775525,0.19539456033552902,0.3688600221155154,0.9993599061463745,1.0104046249503096,0.7200692208745649,0.2389354341203308,0.9900208840518506,1.0001762765903124,1.0058505953400052,0.00720069220874565,0.002389354341203308,0.009900208840518506,1.0001762765903124,1.0058505953400052
1.3,0.1,0.281,0.6,0.01,3000,1500,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.3,0.281,0.6,0.01,3000,1500,0.006,0,0.8036960655387159,0.5831279912108697,1.10152566093504,0.9996902653363751,1.0102160924744648,0.5064817301155647,0.16751181991379538,1.0249693971370244,0.9987287207790077,1.0064837369945299,0.29002038022853177,0.20392524603567883,0.38495568628458865,0.9989766237209519,1.003201363477452,0.5227905102765686,0.08759028147795231,0.9697414215757335,0.9994963022460832,1.0076778322831375,0.005227905102765686,8.759028147795232e-4,0.009697414215757335,0.9994963022460832,1.0076778322831375
0.9,0.3,0.281,0.6,0.01,3000,1500,0.006,0,0.948027170602695,0.7548183470622758,1.1976539437432068,0.9995135881675227,1.0076193699101592,0.47945568633350955,0.15176990595674617,1.0017683401016457,0.9997854130859575,1.0036480308446327,0.28505162790211364,0.1999998084085834,0.3780695769862117,0.9986772440058511,1.0037003198504861,0.5982802662674648,0.11377948281732651,0.9805257634426947,0.9993663880189538,1.0077171644455618,0.0059828026626746475,0.0011377948281732651,0.009805257634426946,0.9993663880189538,1.0077171644455618
1.1,0.3,0.281,0.6,0.01,3000,1500,0.006,0,1.1208136863246974,0.946595859052815,1.3242384494620025,1.0010183893558342,1.0115744903421306,0.4448569304590582,0.1306507318957798,0.9627672463030852,0.9994726567906932,1.0035708884513157,0.2808873951872604,0.1958802781548813,0.37290181456007016,0.9996980743719143,1.0067755839580805,0.6293747486274119,0.1291525498758255,0.9864283102479813,1.0002859754244795,1.0130906605403818,0.00629374748627412,0.0012915254987582547,0.009864283102479813,1.0002859754244795,1.0130906605403818
1.3,0.3,0.281,0.6,0.01,3000,1500,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.5,0.281,0.6,0.01,3000,1500,0.006,0,0.7660539240773327,0.5380515488830704,1.0757964795173356,0.9995847820806473,1.0086933694903404,0.5114501140688602,0.17492463962313076,1.0412911722712153,0.9990715549372989,1.0034774335853258,0.2905303855011472,0.20359454431097493,0.3836878321585522,0.9993343856548447,1.00363087181666,0.49512961641948056,0.08076585495529659,0.9667366309718023,1.000472943790032,1.0090338293354117,0.004951296164194805,8.07658549552966e-4,0.009667366309718022,1.000472943790032,1.0090338293354115
0.9,0.5,0.281,0.6,0.01,3000,1500,0.006,0,0.917201881567833,0.7182714873648669,1.1838383187077346,1.000632043017659,1.0073704651729207,0.4873224735398634,0.15434099323439004,1.0156760496704869,0.9989700614629383,1.0051861096327652,0.28659293372033257,0.20236013829593652,0.3809843560594332,0.9995785578449762,1.0066605004421643,0.5863145121981138,0.10579400458297433,0.9816695171702613,1.000085428952671,1.0063628260526636,0.005863145121981139,0.0010579400458297433,0.009816695171702612,1.000085428952671,1.0063628260526636
1.1,0.5,0.281,0.6,0.01,3000,1500,0.006,0,1.0961857379096855,0.9306176749167813,1.300463588865516,0.9996888523812458,1.007925523305174,0.4836397461098455,0.1717173445782303,0.981545158364035,0.999680162936889,1.0048489499436164,0.2814671576482252,0.19831506258936982,0.371642411427284,0.9986104480546083,1.0069732932718007,0.6101462540559763,0.11676518814521926,0.9831518818589896,0.9989018449458271,1.0093118809256694,0.006101462540559763,0.0011676518814521927,0.009831518818589896,0.9989018449458271,1.0093118809256694
1.3,0.5,0.281,0.6,0.01,3000,1500,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.1,0.281,0.8,0.01,3000,1500,0.008,0,0.9175885471016192,0.7106926249456248,1.1689648886380246,1.0001426268422584,1.0106186559180832,0.39810231035295773,0.10334554425372494,0.8996160488777017,0.9996835317753536,1.0042558345284938,0.2865268956593024,0.20131687600128817,0.3805614056813846,0.9993397718193245,1.0032994216062054,0.627982523154874,0.13433483395208357,0.9851273119261733,0.9995054739699349,1.006056589464617,0.00627982523154874,0.0013433483395208358,0.009851273119261733,0.9995054739699349,1.006056589464617
0.9,0.1,0.281,0.8,0.01,3000,1500,0.008,0,1.036326640370896,0.8354194979251272,1.2594118817272695,0.999786465606669,1.011036140136279,0.3152679238269845,0.07395607764668748,0.7561180869308642,0.9986234821385856,1.003924953034429,0.2822321967997517,0.19777352485359917,0.3732622274817088,0.9992461297527395,1.0097877362862386,0.6840722760277447,0.18095019090146847,0.9885738281343543,1.0010673713705192,1.0071971442494845,0.0068407227602774465,0.001809501909014685,0.009885738281343544,1.001067371370519,1.0071971442494845
1.1,0.1,0.281,0.8,0.01,3000,1500,0.008,0,1.150409928250015,0.9938872247993723,1.3351362320045208,1.0016283980155902,1.0095901698245116,0.20374935329445878,0.056229524230900524,0.5391855584323859,0.9995579767178033,1.0049912566599453,0.2787067133910004,0.19714538694814535,0.3666184292492889,0.9993280189153594,1.016027440821429,0.7405847533696365,0.26751175743553984,0.9912868156407001,0.9992623766672861,1.00579904774751,0.007405847533696365,0.0026751175743553986,0.009912868156407,0.9992623766672861,1.0057990477475098
1.3,0.1,0.281,0.8,0.01,3000,1500,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.3,0.281,0.8,0.01,3000,1500,0.008,0,0.8337731913951342,0.6223522092821054,1.1181265157110665,1.0007802379013178,1.0088508702445487,0.502099078961461,0.17035076068302765,1.0187336570174177,0.9992355227326639,1.0026819876328594,0.2881856201151938,0.2027253361997992,0.3791252032824026,0.9994204746812406,1.0092406324395362,0.5460869143199427,0.09607366374342617,0.9747530784126033,0.9992113403247714,1.0056328577867377,0.005460869143199427,9.607366374342619e-4,0.009747530784126032,0.9992113403247714,1.0056328577867377
0.9,0.3,0.281,0.8,0.01,3000,1500,0.008,0,0.9888208120143587,0.7978054054103345,1.2307753313828786,1.0003125363920515,1.007196390816466,0.4629105956776108,0.1393459270045763,0.9909372566508812,1.0010950703996615,1.0071732497262602,0.28463673875969986,0.2004151081535048,0.37640546617226533,0.9985010031587919,1.0053096339115166,0.6139400830789488,0.11527753894077587,0.9823114712544472,0.9989475837686712,1.0112104786135954,0.006139400830789488,0.0011527753894077588,0.009823114712544472,0.9989475837686711,1.0112104786135954
