size,frequency
1,11640
2,2124
3,1063
4,596
5,436
6,343
7,255
8,219
9,159
10,126
11,116
12,82
13,67
14,88
15,69
16,49
17,53
18,54
19,33
20,47
21,46
22,34
23,33
24,26
25,21
26,21
27,27
28,18
29,23
30,25
31,21
32,18
33,11
34,16
35,12
36,16
37,16
38,15
39,11
40,10
41,6
42,11
43,8
44,9
45,8
46,6
47,5
48,6
49,5
50,7
51,5
52,5
53,4
54,3
55,2
56,3
57,4
58,2
59,4
60,4
61,3
62,4
63,4
64,1
65,3
66,2
67,1
68,7
69,2
70,3
71,1
72,3
73,6
74,3
75,6
76,2
77,1
78,1
79,1
80,2
81,1
82,4
83,2
85,1
86,1
89,1
90,1
93,1
94,1
95,1
96,1
97,1
102,1
104,1
107,2
111,2
116,1
119,1
146,2
156,1
163,1
177,1
208,1
250,1
307,1
