size,frequency
1,17217
2,2821
3,1342
4,854
5,596
6,439
7,339
8,279
9,214
10,181
11,158
12,122
13,107
14,94
15,82
16,67
17,52
18,59
19,54
20,48
21,50
22,38
23,34
24,34
25,39
26,34
27,28
28,25
29,18
30,28
31,18
32,14
33,13
34,15
35,20
36,11
37,11
38,11
39,13
40,11
41,9
42,6
43,10
44,9
45,9
46,1
47,7
48,10
49,8
50,1
51,7
52,7
53,1
54,2
55,2
56,4
57,2
58,3
59,1
60,2
61,1
62,2
63,4
64,1
65,1
66,4
67,1
68,5
69,1
70,1
71,2
72,1
73,2
74,1
75,2
76,3
77,4
78,2
79,3
80,2
81,2
82,3
85,1
86,1
87,1
88,1
89,2
91,1
92,1
94,1
95,1
96,1
97,1
100,1
102,1
103,1
108,1
111,1
114,1
115,1
117,2
124,1
143,1
202,1
207,1
