size,frequency
1,23694
2,3485
3,1828
4,1088
5,784
6,550
7,423
8,380
9,272
10,219
11,182
12,178
13,154
14,135
15,119
16,90
17,84
18,75
19,71
20,81
21,64
22,64
23,42
24,53
25,47
26,38
27,27
28,31
29,28
30,45
31,37
32,28
33,28
34,22
35,19
36,18
37,21
38,10
39,18
40,11
41,8
42,14
43,8
44,13
45,17
46,6
47,8
48,8
49,7
50,14
51,7
52,8
53,6
54,5
55,6
56,9
57,6
58,8
59,8
60,11
61,5
62,4
63,7
64,4
65,3
66,6
67,3
68,8
69,5
70,3
71,2
72,3
73,4
74,1
75,2
76,2
77,3
78,4
79,1
80,2
81,2
82,2
83,3
84,2
85,3
86,1
87,1
88,1
90,2
92,1
93,1
94,2
95,3
96,2
97,1
99,1
101,1
102,1
103,2
107,1
108,1
109,2
110,3
111,1
115,1
116,1
118,2
121,2
123,1
127,1
128,1
129,1
131,1
138,1
158,1
169,1
176,1
182,1
210,1
248,1
