size,frequency
1,13328
2,2304
3,1080
4,694
5,459
6,360
7,255
8,182
9,164
10,135
11,117
12,111
13,94
14,80
15,60
16,58
17,53
18,47
19,42
20,30
21,35
22,30
23,30
24,20
25,26
26,25
27,21
28,27
29,21
30,20
31,16
32,21
33,15
34,5
35,9
36,17
37,9
38,8
39,7
40,6
41,10
42,7
43,4
44,6
45,11
46,8
47,5
48,5
49,6
50,2
51,4
52,8
53,7
54,6
55,5
56,6
57,2
58,1
59,2
60,2
61,4
62,8
63,3
64,1
65,1
66,2
67,2
68,1
69,5
70,5
72,3
73,2
74,1
75,1
76,2
77,1
79,3
80,2
82,1
83,1
84,1
85,3
88,2
90,1
91,1
92,2
94,1
103,1
105,1
106,1
109,1
110,1
121,1
123,1
133,1
141,1
146,2
152,1
185,1
194,1
