size,frequency
1,16041
2,2977
3,1395
4,916
5,604
6,480
7,333
8,284
9,221
10,186
11,196
12,135
13,143
14,113
15,121
16,93
17,78
18,71
19,79
20,55
21,46
22,55
23,52
24,36
25,37
26,44
27,35
28,36
29,38
30,22
31,27
32,34
33,20
34,23
35,27
36,18
37,19
38,27
39,17
40,19
41,17
42,15
43,12
44,19
45,16
46,12
47,13
48,10
49,17
50,21
51,26
52,11
53,10
54,10
55,8
56,8
57,7
58,9
59,17
60,7
61,10
62,6
63,13
64,5
65,11
66,10
67,9
68,14
69,1
70,6
71,4
72,1
73,1
74,4
75,6
76,3
77,5
78,7
79,3
80,6
81,6
82,3
83,4
84,4
85,2
86,6
87,7
88,6
89,3
90,3
91,2
92,5
93,4
94,4
95,5
96,2
97,4
98,3
99,5
100,2
101,3
102,1
104,1
105,6
106,3
107,2
109,1
110,4
111,1
112,1
115,1
116,1
117,4
118,3
119,3
120,4
121,1
122,8
124,2
125,2
127,2
128,2
129,2
131,5
132,1
133,1
134,1
136,1
137,1
138,2
139,2
143,1
144,2
145,1
146,2
147,1
148,1
149,2
150,1
151,1
152,2
153,1
157,2
158,3
160,1
162,2
163,1
167,2
168,1
170,1
171,2
173,1
174,1
175,1
176,1
177,1
178,1
179,1
183,2
185,2
189,2
192,1
198,2
200,1
202,1
204,1
206,1
208,1
211,1
213,3
216,1
221,1
222,1
223,1
267,1
275,1
276,1
295,1
324,1
334,1
368,1
467,1
537,1
555,1
