size,frequency
1,28549
2,3259
3,1666
4,987
5,682
6,504
7,413
8,355
9,270
10,224
11,193
12,148
13,138
14,118
15,114
16,106
17,78
18,60
19,64
20,62
21,61
22,39
23,57
24,62
25,34
26,34
27,38
28,29
29,34
30,24
31,24
32,21
33,22
34,11
35,16
36,13
37,12
38,14
39,18
40,15
41,11
42,10
43,21
44,10
45,6
46,7
47,10
48,5
49,12
50,10
51,10
52,7
53,5
54,4
55,4
56,6
57,6
58,6
59,7
60,3
61,2
62,5
63,7
64,5
65,3
66,4
67,4
68,3
69,4
70,1
72,5
73,1
74,2
75,1
76,2
77,3
78,1
79,1
80,2
81,3
82,4
83,4
84,2
85,2
86,1
87,1
88,1
89,3
90,2
91,2
92,1
93,1
95,2
96,2
98,1
100,1
101,1
102,1
105,2
106,1
107,1
112,1
116,1
124,1
129,1
130,1
140,2
188,1
258,1
261,1
