size,frequency
1,11885
2,2069
3,1025
4,626
5,402
6,313
7,248
8,201
9,148
10,104
11,110
12,86
13,82
14,59
15,65
16,62
17,56
18,54
19,43
20,29
21,36
22,26
23,37
24,31
25,22
26,12
27,14
28,22
29,19
30,20
31,20
32,19
33,20
34,15
35,11
36,4
37,8
38,10
39,8
40,10
41,6
42,9
43,4
44,5
45,5
46,8
47,9
48,4
49,4
50,6
51,3
52,5
53,7
54,6
55,8
56,5
57,3
58,5
59,3
60,7
61,10
62,1
63,4
64,2
65,1
66,3
67,1
68,3
69,5
70,4
71,2
72,1
74,1
75,4
76,2
77,2
78,1
79,5
80,1
81,1
82,1
83,2
84,3
85,1
86,1
88,1
90,1
91,1
96,1
98,2
100,2
106,1
107,2
110,1
111,1
113,1
114,1
122,1
127,1
130,1
131,1
135,1
140,1
144,1
145,2
184,1
189,1
200,1
261,1
323,1
