size,frequency
1,13464
2,2224
3,1116
4,696
5,458
6,329
7,271
8,188
9,173
10,148
11,109
12,96
13,90
14,63
15,60
16,63
17,66
18,53
19,41
20,30
21,36
22,26
23,20
24,28
25,25
26,23
27,21
28,18
29,9
30,15
31,10
32,14
33,12
34,18
35,6
36,11
37,9
38,7
39,10
40,7
41,6
42,7
43,5
44,8
45,6
46,7
47,8
48,2
49,6
50,2
51,2
52,1
53,7
55,5
56,4
57,1
59,2
60,1
61,4
63,2
64,1
65,2
66,1
67,2
68,2
69,6
70,1
71,3
73,2
74,1
75,2
77,2
82,1
83,1
84,2
85,1
86,1
87,4
88,1
90,1
92,1
93,1
94,1
95,3
97,1
99,1
100,1
108,1
125,1
127,1
141,1
153,1
154,1
224,1
