size,frequency
1,17711
2,2748
3,1292
4,826
5,548
6,403
7,346
8,231
9,187
10,150
11,115
12,142
13,109
14,101
15,75
16,67
17,58
18,49
19,54
20,42
21,31
22,32
23,36
24,23
25,24
26,27
27,24
28,21
29,15
30,15
31,12
32,26
33,16
34,14
35,11
36,11
37,11
38,8
39,6
40,6
41,7
42,12
43,4
44,8
45,14
46,5
47,4
48,7
49,3
50,3
51,3
52,3
53,6
56,1
57,4
58,3
59,4
61,1
62,2
63,3
64,3
65,3
66,1
67,3
68,1
70,1
71,2
72,1
73,3
74,2
75,1
76,1
79,1
81,1
85,2
86,1
87,1
88,1
90,1
91,1
92,1
93,1
94,1
96,1
98,1
100,1
103,1
107,1
109,1
111,1
116,1
155,1
186,1
