size,frequency
1,11689
2,1996
3,1045
4,645
5,401
6,325
7,260
8,231
9,166
10,126
11,95
12,99
13,77
14,81
15,68
16,72
17,53
18,55
19,37
20,46
21,31
22,38
23,39
24,22
25,32
26,21
27,21
28,18
29,20
30,21
31,21
32,9
33,19
34,21
35,13
36,10
37,18
38,12
39,6
40,10
41,17
42,8
43,6
44,11
45,9
46,10
47,3
48,9
49,8
50,3
51,7
52,11
53,12
54,7
55,3
56,3
57,6
58,6
59,5
60,3
61,2
62,3
63,7
64,3
65,4
66,3
67,2
68,4
69,3
70,2
71,5
72,1
73,2
74,2
75,2
76,2
77,3
78,2
79,2
80,1
81,4
82,1
83,2
84,4
87,2
88,1
89,1
90,1
91,1
92,2
94,1
95,1
97,2
99,2
101,3
102,2
104,2
106,1
107,1
111,1
113,1
114,3
115,1
118,1
119,1
122,1
125,2
126,2
131,2
132,1
134,1
137,1
142,1
148,2
150,1
154,1
162,2
183,1
204,1
216,1
255,1
