size,frequency
1,16893
2,2794
3,1395
4,860
5,571
6,448
7,358
8,265
9,228
10,171
11,164
12,113
13,122
14,115
15,85
16,82
17,66
18,48
19,60
20,58
21,47
22,54
23,54
24,37
25,44
26,27
27,29
28,24
29,23
30,25
31,34
32,21
33,25
34,18
35,8
36,13
37,15
38,21
39,15
40,10
41,8
42,10
43,13
44,10
45,14
46,5
47,13
48,13
49,6
50,6
51,7
52,9
53,9
54,7
55,6
56,4
57,8
58,4
59,3
60,8
61,6
62,6
63,7
64,9
65,6
66,5
67,2
68,2
69,5
70,2
71,2
72,3
73,6
74,2
75,2
76,7
77,3
78,3
79,4
80,1
81,2
82,1
83,1
84,1
85,1
86,4
87,3
88,3
89,2
91,1
92,1
94,1
95,2
96,2
98,1
99,1
100,2
101,1
102,1
103,3
104,1
105,2
107,2
111,5
112,1
113,1
114,2
115,1
117,1
119,2
121,1
125,3
130,1
131,1
138,1
141,1
143,1
145,1
147,1
148,1
152,1
158,1
161,1
162,2
172,1
178,1
189,1
199,1
210,1
237,1
238,1
257,1
354,1
