size,frequency
1,17085
2,2981
3,1337
4,826
5,576
6,450
7,318
8,232
9,215
10,196
11,154
12,124
13,115
14,92
15,82
16,77
17,82
18,63
19,54
20,40
21,52
22,40
23,29
24,32
25,17
26,21
27,31
28,23
29,20
30,25
31,25
32,20
33,12
34,18
35,17
36,15
37,12
38,12
39,13
40,10
41,10
42,6
43,15
44,11
45,9
46,8
47,7
48,9
49,5
50,5
51,6
52,4
53,8
54,4
55,3
56,3
57,5
58,9
59,4
61,4
62,2
63,4
65,6
66,4
67,3
68,2
69,2
70,3
71,1
72,2
75,3
76,2
78,3
80,2
81,2
82,2
84,1
85,1
86,3
88,1
91,1
92,1
93,1
94,2
96,1
99,3
100,1
101,1
102,2
103,4
104,2
106,1
107,2
108,1
109,1
110,1
113,1
115,2
119,1
120,1
124,1
126,2
137,1
150,1
160,1
164,1
