size,frequency
1,3601
2,384
3,222
4,135
5,89
6,64
7,52
8,49
9,44
10,25
11,27
12,14
13,22
14,17
15,16
16,12
17,10
18,7
19,17
20,10
21,11
22,9
23,4
24,9
25,7
26,3
27,7
28,3
29,5
30,6
31,4
32,4
33,4
34,2
35,3
36,2
37,6
38,4
39,2
40,4
41,1
42,3
43,3
44,1
45,2
46,5
47,3
48,1
49,2
51,2
52,2
53,2
54,3
55,4
56,3
57,2
58,3
59,2
60,2
61,2
63,2
65,2
67,4
69,1
71,1
72,2
74,2
75,1
76,2
77,1
79,2
80,1
82,3
84,1
87,1
93,1
98,1
99,2
101,1
109,1
110,1
112,2
113,1
115,1
116,1
117,1
118,1
120,1
127,1
133,1
138,1
143,1
145,1
153,1
155,1
156,1
164,1
165,1
176,1
182,1
183,1
186,1
188,1
235,1
258,1
275,1
310,1
