size,frequency
1,14579
2,2634
3,1317
4,778
5,536
6,458
7,350
8,272
9,215
10,185
11,161
12,149
13,124
14,123
15,127
16,106
17,79
18,74
19,66
20,60
21,56
22,55
23,42
24,41
25,54
26,41
27,37
28,42
29,18
30,32
31,27
32,32
33,31
34,29
35,18
36,25
37,35
38,25
39,22
40,16
41,21
42,22
43,14
44,20
45,23
46,16
47,12
48,7
49,20
50,15
51,14
52,13
53,14
54,14
55,12
56,19
57,11
58,15
59,14
60,11
61,16
62,5
63,10
64,9
65,8
66,4
67,6
68,12
69,17
70,8
71,7
72,10
73,8
74,6
75,9
76,11
77,7
78,6
79,12
80,5
81,6
82,9
83,4
84,4
85,7
86,1
87,6
88,6
89,7
90,7
91,5
92,5
93,4
94,7
95,3
96,7
97,5
98,6
99,5
100,6
101,4
102,6
103,6
104,6
105,3
106,4
107,9
108,9
109,1
110,3
111,5
112,5
113,4
114,2
115,8
116,6
117,5
118,5
119,3
120,5
121,3
122,5
123,2
124,2
125,4
126,4
127,3
128,1
129,2
130,3
131,5
132,1
133,5
134,1
135,1
136,8
137,4
138,6
139,1
140,5
141,1
142,1
143,1
144,1
145,4
146,2
147,2
148,5
149,3
150,3
151,1
152,2
153,3
154,1
155,3
156,5
158,2
159,3
160,3
161,1
162,3
163,1
164,1
165,2
166,6
167,4
168,2
170,3
171,2
172,5
173,1
174,1
175,3
176,1
178,1
179,1
180,1
181,2
182,1
183,2
184,4
185,2
188,2
189,2
190,1
191,1
192,2
194,6
195,1
196,1
197,1
198,2
199,2
200,1
201,1
202,2
203,1
204,2
205,4
206,1
207,1
208,3
209,2
210,1
211,2
212,2
213,1
214,2
216,2
217,5
218,1
219,1
220,1
221,3
222,5
223,3
224,4
225,3
226,2
227,2
230,2
233,2
234,2
235,2
236,1
238,2
240,1
241,3
243,1
244,2
245,1
246,1
247,1
251,2
252,1
253,1
254,1
255,1
258,1
259,2
261,1
262,1
263,3
265,2
267,2
268,2
271,1
272,1
275,1
276,1
277,2
278,1
279,1
280,1
281,1
282,2
284,2
288,1
290,1
292,3
293,1
294,1
295,1
297,1
298,1
299,1
303,1
305,1
307,2
308,1
309,1
316,1
317,1
318,2
319,1
321,1
325,2
326,1
329,1
330,1
331,1
333,1
335,1
336,2
338,3
340,1
341,1
345,1
346,2
351,1
354,1
358,3
360,1
364,1
365,2
366,1
369,1
374,2
378,1
381,1
382,1
383,2
384,1
385,1
388,3
389,1
393,1
399,1
400,1
401,1
403,1
405,2
406,1
409,1
412,1
414,1
418,1
421,1
422,1
431,2
434,1
435,1
436,1
443,1
446,1
450,2
455,1
456,1
457,1
459,1
464,1
466,1
470,2
471,1
472,1
474,1
475,2
477,1
479,1
492,1
493,1
501,1
503,1
505,2
523,1
526,1
527,1
531,2
534,2
543,1
549,1
551,2
558,1
560,2
567,1
574,1
580,1
583,1
589,1
594,1
595,1
598,1
606,1
607,2
609,1
615,1
637,2
639,1
640,1
643,1
645,1
652,1
665,1
673,1
677,1
692,1
697,1
701,1
704,1
708,1
712,1
727,1
754,1
757,1
763,1
774,1
791,1
805,1
806,1
808,1
822,1
833,1
850,1
863,1
879,1
887,1
888,1
896,1
907,1
911,1
913,1
915,1
918,1
972,2
975,1
1004,1
1026,1
1040,1
1044,1
1079,1
1109,1
1119,1
1188,1
1193,1
1220,1
1278,1
1290,1
1361,1
1375,1
1475,1
1481,1
1638,1
1696,1
1756,1
1933,1
2140,1
2265,1
2273,1
2500,1505
