size,frequency
1,3951
2,635
3,276
4,193
5,136
6,83
7,69
8,68
9,49
10,30
11,36
12,32
13,26
14,23
15,29
16,34
17,21
18,19
19,16
20,7
21,15
22,10
23,11
24,9
25,10
26,13
27,10
28,9
29,6
30,12
31,6
32,4
33,4
34,7
35,7
36,7
37,4
38,8
39,1
40,6
41,1
42,1
43,5
44,2
45,3
46,4
47,1
48,4
49,9
50,2
51,2
52,2
53,3
54,2
55,3
56,1
57,2
58,2
59,3
60,2
61,2
63,1
64,2
66,2
67,1
68,2
69,2
71,2
72,2
73,1
75,1
76,1
77,2
78,1
79,1
80,3
81,2
82,2
84,3
85,2
86,3
87,2
88,2
90,1
92,1
93,1
94,1
95,1
96,1
97,1
99,1
100,1
102,1
104,1
105,1
107,2
109,2
114,2
115,1
116,1
117,1
118,1
119,1
121,1
122,2
124,2
129,2
132,1
140,2
144,2
147,2
153,1
156,2
158,2
160,1
162,1
165,1
167,1
171,1
178,1
189,1
200,1
209,1
211,1
214,2
215,1
219,2
220,3
221,1
222,1
223,1
224,1
230,1
232,1
242,1
259,1
266,1
268,1
284,1
297,1
314,2
316,1
333,1
345,1
348,1
353,1
360,1
362,1
432,1
469,1
514,1
701,1
704,1
768,1
813,1
825,1
