size,frequency
1,2631
2,540
3,247
4,191
5,105
6,94
7,76
8,45
9,43
10,41
11,32
12,25
13,18
14,17
15,18
16,25
17,16
18,15
19,7
20,14
21,12
22,5
23,11
24,15
25,7
26,13
27,5
28,8
29,7
30,6
32,3
33,6
34,4
35,3
36,1
37,4
38,3
39,5
40,7
41,1
42,4
43,1
45,1
46,2
47,1
48,1
50,3
51,3
52,6
53,6
54,4
55,3
56,1
57,1
58,2
59,3
60,3
61,1
62,1
63,3
65,1
66,3
67,1
68,1
69,2
70,4
71,4
72,1
73,1
74,1
75,1
76,1
77,2
79,1
81,1
82,2
83,2
85,2
86,3
87,4
90,1
92,1
96,2
97,2
98,1
99,1
100,3
101,1
102,1
104,1
105,2
106,2
107,1
108,1
109,1
112,1
117,2
119,1
122,1
125,2
126,1
131,1
134,2
142,1
147,1
149,1
157,1
159,1
161,1
169,1
170,1
177,1
180,2
188,1
189,1
193,1
199,1
202,1
203,1
216,1
218,1
237,1
246,1
253,1
261,1
270,1
274,1
275,1
285,1
289,1
291,1
313,1
314,1
317,1
343,1
353,1
397,1
403,1
413,1
596,1
611,1
