size,frequency
1,2593
2,526
3,265
4,152
5,106
6,94
7,73
8,68
9,46
10,42
11,35
12,29
13,26
14,20
15,24
16,18
17,13
18,16
19,8
20,13
21,11
22,12
23,11
24,11
25,8
26,10
27,5
28,7
29,8
30,9
31,6
32,5
33,7
34,3
35,4
36,6
37,6
38,7
39,4
40,5
41,3
42,3
43,4
44,2
45,2
46,1
47,3
48,1
49,2
50,3
51,3
52,2
53,2
55,1
56,4
57,2
58,2
60,2
61,2
62,1
63,1
66,7
68,3
69,1
71,1
72,3
73,1
74,5
76,1
79,1
80,1
81,5
82,3
83,4
84,4
85,5
86,1
87,1
88,1
90,3
92,2
95,2
96,1
98,2
100,1
101,2
103,1
104,1
106,2
108,2
109,1
115,1
117,1
118,1
119,2
120,1
121,1
125,1
126,1
127,1
129,1
131,2
132,1
138,1
139,1
141,1
142,1
143,1
144,2
146,1
147,1
150,1
152,2
155,2
157,1
162,1
163,1
168,1
175,1
179,1
183,1
190,1
193,1
200,1
201,1
204,2
213,1
239,1
240,1
251,1
253,1
263,1
282,1
285,1
293,1
302,1
325,1
329,1
410,1
437,1
440,1
516,1
648,1
1110,1
