size,frequency
1,5249
2,709
3,333
4,185
5,138
6,115
7,84
8,71
9,53
10,38
11,43
12,29
13,26
14,27
15,19
16,16
17,21
18,15
19,18
20,14
21,15
22,17
23,9
24,10
25,4
26,8
27,12
28,6
29,6
30,5
31,11
32,5
33,4
34,4
35,5
36,3
37,6
38,4
39,8
40,1
41,4
42,4
44,5
45,4
46,2
47,5
48,1
49,5
50,1
51,2
52,3
53,5
54,5
55,1
57,2
58,1
60,4
61,3
62,2
63,1
64,1
65,1
66,1
68,1
69,3
70,2
72,1
73,2
74,2
75,2
76,2
77,1
78,1
79,1
81,3
83,2
86,1
89,2
92,1
93,1
96,1
98,2
100,1
102,2
103,1
107,1
120,1
122,1
129,1
136,1
142,1
143,1
149,1
161,1
165,1
170,1
174,1
175,1
198,1
216,1
