size,frequency
1,3920
2,666
3,315
4,206
5,136
6,89
7,73
8,65
9,63
10,41
11,28
12,24
13,25
14,21
15,24
16,17
17,28
18,22
19,25
20,9
21,14
22,14
23,18
24,15
25,6
26,9
27,6
28,11
29,7
30,6
31,6
32,6
33,7
34,14
35,3
36,7
37,8
38,2
39,4
40,2
41,6
42,4
43,4
44,4
45,1
46,3
47,1
48,6
50,2
51,3
52,3
53,2
54,2
55,2
56,1
57,1
58,2
59,1
60,3
61,5
62,1
64,2
67,1
68,1
69,2
70,2
73,1
75,1
76,3
77,2
79,1
82,1
83,1
84,1
85,1
87,1
89,1
92,1
93,1
95,2
97,1
98,1
99,1
100,1
103,1
126,1
127,1
131,1
133,1
134,1
136,1
139,1
148,1
150,1
151,1
155,1
157,1
175,1
183,1
191,1
193,1
200,1
217,1
219,1
223,1
264,1
285,1
324,1
357,1
368,1
424,1
550,1
