size,frequency
1,5334
2,920
3,406
4,245
5,179
6,103
7,87
8,71
9,66
10,55
11,44
12,41
13,25
14,26
15,24
16,23
17,19
18,26
19,17
20,12
21,20
22,21
23,9
24,11
25,10
26,10
27,9
28,10
29,12
30,12
31,8
32,15
33,8
34,6
35,7
36,7
37,11
38,4
39,5
40,4
41,6
42,6
43,3
44,2
45,5
46,2
47,4
48,5
49,7
50,1
51,3
52,4
53,3
54,6
55,3
56,1
57,2
58,5
60,4
61,3
62,2
63,6
64,6
65,3
66,5
67,7
68,5
69,2
70,1
71,2
72,2
73,2
74,2
75,5
76,4
77,1
78,2
79,3
80,5
81,3
82,2
83,1
84,1
85,3
86,2
87,3
88,2
89,3
90,1
91,2
92,5
93,1
94,1
95,1
98,1
99,1
100,2
101,2
104,1
105,2
106,1
107,1
108,2
109,1
110,1
114,1
115,1
117,1
119,1
120,4
123,3
129,1
130,2
132,1
133,1
135,1
136,1
137,1
140,1
148,1
155,1
157,2
162,1
165,1
170,1
172,1
175,1
176,1
182,1
184,1
187,1
188,1
194,2
195,1
196,1
222,1
244,1
249,1
259,2
267,1
268,1
310,1
350,1
353,1
386,1
500,1
524,1
708,1
