size,frequency
1,1562
2,317
3,165
4,101
5,81
6,47
7,56
8,36
9,31
10,20
11,29
12,26
13,12
14,8
15,18
16,15
17,3
18,16
19,9
20,12
21,12
22,6
23,10
24,2
25,5
26,5
27,4
28,5
29,2
30,5
31,2
32,3
33,1
34,4
35,5
36,1
37,5
38,3
39,2
40,4
41,2
42,1
43,3
44,4
45,1
46,4
47,2
48,1
49,2
50,4
51,3
52,3
53,1
56,4
57,2
58,1
59,2
60,2
62,1
63,2
64,1
65,2
66,3
68,1
71,3
72,4
73,1
75,1
76,3
77,2
78,1
80,1
81,2
84,1
85,1
88,1
89,2
92,1
93,1
98,1
99,1
100,1
102,1
105,1
106,1
109,1
110,2
113,1
114,1
116,3
118,1
119,1
121,1
126,1
129,1
134,1
135,1
137,1
143,1
144,1
149,1
155,1
159,2
160,1
179,1
185,1
186,2
188,1
190,1
191,1
192,1
193,1
218,1
221,1
236,1
239,1
243,1
248,1
263,1
298,1
318,1
323,1
328,1
331,1
340,1
370,1
392,1
433,1
438,1
531,1
573,1
584,1
854,1
1068,1
