size,frequency
1,6995
2,1196
3,585
4,363
5,234
6,177
7,131
8,117
9,93
10,69
11,55
12,35
13,55
14,42
15,27
16,29
17,33
18,16
19,22
20,23
21,25
22,23
23,17
24,19
25,11
26,10
27,7
28,10
29,3
30,6
31,15
32,13
33,9
34,10
35,9
36,8
37,4
38,4
39,14
40,6
41,5
42,5
43,2
44,4
45,4
46,3
47,1
48,1
49,2
50,1
51,1
52,6
53,3
54,5
55,2
57,2
59,3
60,1
61,4
62,2
63,4
64,2
65,1
66,1
67,2
68,1
71,1
72,1
73,2
74,1
76,2
77,2
80,1
81,3
82,2
84,2
85,1
87,2
89,1
90,2
91,1
96,1
97,1
98,1
99,1
102,2
103,1
109,1
124,1
127,1
131,1
160,1
237,1
