size,frequency
1,1595
2,311
3,170
4,105
5,64
6,44
7,42
8,27
9,33
10,28
11,24
12,18
13,17
14,21
15,13
16,9
17,13
18,10
19,9
20,11
21,6
22,5
23,4
24,7
25,6
26,2
27,8
28,5
29,7
30,5
31,4
32,4
33,4
34,4
35,2
36,3
38,5
39,3
40,2
41,3
42,2
43,1
44,3
45,3
46,3
47,1
48,5
50,2
51,1
52,1
53,1
54,3
55,3
56,2
57,1
59,2
60,2
61,1
62,2
63,1
65,1
68,2
69,4
70,1
71,1
72,2
73,1
74,2
75,2
77,1
78,1
79,2
80,1
81,1
82,4
84,1
85,1
86,1
87,1
88,1
90,1
91,2
94,1
95,2
96,1
97,2
98,1
101,1
103,1
104,1
108,2
109,1
110,1
112,1
115,1
118,1
119,1
121,1
122,1
130,1
131,1
133,2
137,1
138,2
141,1
144,3
145,1
146,1
151,1
157,1
159,1
161,1
167,2
172,1
199,1
202,1
219,1
260,1
263,1
267,1
294,1
295,1
315,1
336,1
341,1
347,1
356,2
370,1
375,1
387,1
420,1
474,1
1166,1
