size,frequency
1,5126
2,912
3,455
4,254
5,200
6,135
7,94
8,91
9,76
10,51
11,56
12,45
13,51
14,34
15,27
16,31
17,26
18,15
19,9
20,23
21,17
22,13
23,20
24,27
25,10
26,11
27,19
28,8
29,6
30,10
31,12
32,5
33,12
34,9
35,4
36,9
37,11
38,8
39,8
40,1
41,7
42,4
43,5
44,5
45,10
46,7
47,10
48,2
49,7
50,6
51,4
52,4
53,7
54,5
55,2
56,3
57,3
58,4
59,2
60,5
61,3
62,4
63,3
64,1
65,1
66,2
67,2
68,2
70,1
71,1
72,2
74,4
75,1
76,1
77,1
78,1
79,1
80,2
82,2
83,1
84,2
85,2
88,1
89,2
92,1
93,1
94,1
95,3
96,1
97,1
99,1
100,2
102,2
103,1
104,1
105,1
107,1
108,1
113,1
114,3
115,3
116,2
117,1
120,1
123,2
124,1
126,1
128,1
130,1
131,1
132,2
134,1
136,2
137,2
140,4
141,1
146,1
148,1
150,3
155,1
156,1
158,2
160,1
161,1
164,1
165,1
166,1
167,2
169,2
174,1
178,1
179,1
182,2
186,1
199,1
200,1
206,1
214,2
217,1
283,1
287,1
319,1
363,1
399,1
478,1
