size,frequency
1,5207
2,867
3,452
4,266
5,173
6,134
7,95
8,76
9,59
10,64
11,55
12,49
13,41
14,39
15,36
16,21
17,21
18,19
19,19
20,14
21,23
22,16
23,20
24,13
25,16
26,10
27,4
28,19
29,11
30,13
31,6
32,11
33,4
34,5
35,5
36,7
37,6
38,6
39,12
40,7
41,7
42,5
43,9
44,8
45,3
46,4
47,3
48,4
49,6
50,4
51,3
52,5
53,5
54,3
55,2
56,3
57,1
58,3
59,2
60,3
61,6
62,1
63,1
64,2
65,2
66,1
67,2
68,2
69,1
70,1
71,1
73,3
74,5
75,3
76,1
77,2
78,4
79,1
80,2
81,2
82,1
83,2
84,2
86,1
87,4
88,1
89,2
91,1
92,4
93,1
94,2
95,1
96,1
98,2
100,3
101,2
102,1
103,3
104,1
105,2
107,1
109,1
110,2
111,2
112,1
113,1
114,3
115,1
118,1
119,1
120,1
123,1
124,1
125,2
126,1
127,1
128,1
130,2
132,1
135,1
136,1
137,1
138,1
143,2
144,1
149,2
154,1
158,2
162,1
164,1
166,1
167,1
170,1
180,1
188,2
195,1
198,1
199,2
201,1
203,1
206,2
218,1
220,1
225,1
241,1
242,1
250,1
253,1
259,1
261,1
294,2
295,1
319,2
320,1
325,1
362,1
382,1
389,1
603,1
656,1
820,1
845,1
