size,frequency
1,3199
2,595
3,286
4,165
5,104
6,99
7,71
8,72
9,40
10,28
11,24
12,33
13,24
14,22
15,17
16,21
17,20
18,10
19,15
20,20
21,9
22,15
23,8
24,7
25,8
26,12
27,11
28,8
29,7
30,6
31,5
32,8
33,9
34,2
35,5
36,6
37,2
38,5
39,6
40,6
41,3
42,3
43,2
45,3
47,3
49,1
50,2
51,3
52,1
54,3
55,2
56,3
57,3
58,1
59,4
60,2
61,4
62,2
66,2
67,1
68,2
69,2
70,2
71,1
72,1
73,1
74,1
78,2
81,3
83,1
89,1
90,2
96,1
100,1
101,2
102,2
105,1
115,1
122,1
127,1
131,1
132,1
135,2
148,1
151,1
154,1
176,2
201,1
203,1
221,1
226,1
233,1
265,1
