size,frequency
1,5184
2,894
3,418
4,260
5,169
6,146
7,92
8,69
9,82
10,59
11,49
12,45
13,39
14,34
15,35
16,25
17,31
18,23
19,24
20,24
21,16
22,21
23,16
24,13
25,20
26,14
27,11
28,6
29,10
30,12
31,8
32,14
33,11
34,4
35,7
36,5
37,7
38,7
39,6
40,10
41,6
42,4
43,9
44,1
45,5
46,6
47,10
48,5
49,5
50,4
51,6
52,6
53,2
54,4
55,2
56,4
57,1
58,4
59,6
60,1
61,3
62,4
63,5
64,1
65,5
66,3
67,2
68,1
69,3
70,4
71,1
72,1
73,5
74,2
75,2
76,2
79,4
80,2
82,4
83,1
85,1
87,1
91,3
94,1
96,1
99,3
100,1
101,1
102,2
103,3
104,1
106,1
110,1
112,2
113,1
114,3
116,2
118,1
120,2
121,1
122,2
123,2
125,1
128,1
131,1
132,1
134,1
138,1
139,1
142,1
143,1
147,1
151,1
154,1
155,1
156,1
157,1
158,2
161,1
162,1
165,1
166,1
167,1
168,1
175,1
180,1
181,1
195,1
198,1
200,1
201,1
208,1
211,1
213,1
215,1
218,1
225,1
232,1
238,1
245,1
249,1
251,1
256,1
263,1
267,1
277,1
278,1
281,1
291,1
299,1
310,1
312,1
314,1
318,1
350,1
356,1
438,1
503,1
573,1
