size,frequency
1,3916
2,634
3,321
4,185
5,126
6,117
7,89
8,58
9,48
10,36
11,34
12,35
13,22
14,34
15,22
16,16
17,14
18,15
19,17
20,12
21,10
22,11
23,8
24,10
25,10
26,3
27,8
28,10
29,9
30,10
31,9
32,4
33,1
34,2
35,9
36,6
37,6
38,3
39,4
40,6
41,4
42,5
43,3
44,3
45,5
46,5
47,1
48,3
49,7
50,6
51,1
52,4
53,4
54,2
55,5
56,4
57,3
58,5
59,1
60,3
62,1
63,3
64,3
65,3
67,1
68,1
69,1
70,2
71,4
73,1
74,1
75,3
77,3
79,3
80,4
81,1
82,2
84,1
86,2
87,3
88,1
89,2
90,1
91,1
92,1
96,1
97,3
98,1
99,2
103,1
104,1
108,1
111,1
112,2
113,1
117,3
121,1
123,1
130,1
132,1
136,1
138,1
139,2
141,1
144,1
147,1
153,1
159,1
161,1
167,1
171,1
174,1
175,1
181,1
186,1
187,1
189,1
194,1
202,1
209,1
221,1
222,1
228,1
231,1
242,1
243,2
246,1
284,1
286,1
288,1
303,1
305,1
331,1
341,1
362,1
448,1
470,1
476,1
485,1
646,1
649,1
